6.30143e+06	15.6563
0.974359	-12.0216	outlaw
0.529851	-12.0218	symbol of
0.974359	-12.0218	shun
0.974359	-12.0219	560
0.757576	-12.0219	montoya
0.558333	-12.022	capitol
0.974359	-12.0221	waterfront
0.514085	-12.0222	take up
0.974359	-12.0222	shrapnel
0.974359	-12.0222	adjusting
0.73913	-12.0222	ecowas
0.786885	-12.0223	auxerre
0.974359	-12.0223	sergio garcia
0.974359	-12.0223	phased
0.222955	-12.0223	muslims
0.974359	-12.0224	unveiling
0.833333	-12.0225	exploited
0.974359	-12.0226	livelihoods
0.974359	-12.0226	110,000
0.974359	-12.0226	hop
0.911111	-12.0227	inflow
0.807018	-12.0227	stem cells
0.974359	-12.0228	charts
0.974359	-12.0229	enraged
0.974359	-12.0229	alexander lukashenko
0.679012	-12.0231	gonzales
0.877551	-12.0231	economic outlook
0.833333	-12.0231	consumer goods
0.273267	-12.0232	mubarak
0.974359	-12.0233	glove
0.765625	-12.0236	pirated
0.453552	-12.0236	ken
0.974359	-12.0237	devastation
0.765625	-12.0238	remind
0.974359	-12.0238	transplants
0.974359	-12.0238	booed
0.821429	-12.0238	skier
0.974359	-12.0242	geographic
0.552846	-12.0242	valid
0.580357	-12.0242	white sox
0.974359	-12.0243	runaway
0.272189	-12.0244	accepted
0.728571	-12.0244	philosophy
0.974359	-12.0244	privileged
0.974359	-12.0244	respecting
0.581818	-12.0245	financial system
0.257951	-12.0246	coal
0.388	-12.0247	iowa
0.974359	-12.0248	foodstuffs
0.655172	-12.025	gunned down
0.256098	-12.025	surgery
0.974359	-12.0252	dialogues
0.833333	-12.0252	charles taylor
0.774194	-12.0252	economic policies
0.974359	-12.0253	policymakers
0.974359	-12.0253	fatally shot
0.974359	-12.0253	wept
0.679012	-12.0254	estonian
0.974359	-12.0255	sedan
0.418605	-12.0255	harris
0.974359	-12.0256	mitterrand
0.974359	-12.0256	neighbourhood
0.475904	-12.0256	wealthy
0.395833	-12.0257	weapon
0.974359	-12.0258	g7
0.538462	-12.0258	gao
0.846154	-12.0259	gamble
0.493506	-12.0259	goalie
0.807018	-12.0261	golf club
0.465517	-12.0262	anaheim
0.369565	-12.0263	suggested that
0.217997	-12.0264	blood
0.807018	-12.0264	spray
0.618557	-12.0265	peasants
0.974359	-12.0265	mechanics
0.79661	-12.0265	eva
0.974359	-12.0266	funerals
0.833333	-12.0266	ingredients
0.487342	-12.0267	mac
0.974359	-12.0268	regiment
0.644444	-12.0269	functioning
0.374532	-12.0269	hiding
0.224299	-12.0271	advance
0.974359	-12.0271	demarcation
0.679012	-12.0272	expresses
0.336336	-12.0272	surrounding
0.974359	-12.0275	159
0.86	-12.0275	anatoly
0.765625	-12.0276	quito
0.974359	-12.0276	disadvantage
0.200213	-12.0277	vehicles
0.974359	-12.0278	170,000
0.95122	-12.0278	falcons
0.679012	-12.0278	nixon
0.227586	-12.0278	output
0.974359	-12.0279	belize
0.346154	-12.028	israeli army
0.974359	-12.028	1.00
0.974359	-12.0283	strangled
0.706667	-12.0284	faithful
0.303704	-12.0284	guns
0.226158	-12.0285	defeat
0.974359	-12.0286	breathe
0.974359	-12.0286	overweight
0.974359	-12.0286	guaranteeing
0.86	-12.0286	sake of
0.974359	-12.0287	renewing
0.79661	-12.0287	polluted
0.765625	-12.0288	will require
0.974359	-12.0288	newly appointed
0.974359	-12.0289	multiparty
0.974359	-12.0289	discounts
0.974359	-12.0289	nicholson
0.974359	-12.0291	triangle
0.348534	-12.0291	mary
0.568966	-12.0291	bethlehem
0.616162	-12.0291	explained that
0.655172	-12.0293	peace negotiations
0.974359	-12.0293	wrongly
0.911111	-12.0293	midday trading
0.539062	-12.0294	ibm
0.974359	-12.0295	recovers
0.974359	-12.0295	sezer
0.86	-12.0295	ethnic minority
0.974359	-12.0296	1952
0.728571	-12.0297	slams
0.974359	-12.0297	johnston
0.679012	-12.0297	cautioned that
0.974359	-12.0298	mci
0.974359	-12.0298	laxman
0.581818	-12.0298	ec
0.517986	-12.0299	has refused to
0.974359	-12.03	whipped
0.272908	-12.0301	made it
0.875	-12.0302	maliki
0.51049	-12.0303	mountainous
0.189293	-12.0304	earnings
0.818182	-12.0304	lien chan
0.625	-12.0305	bruno
0.974359	-12.0306	danes
0.974359	-12.0306	murderer
0.746269	-12.0308	to verify
0.974359	-12.0309	frenzy
0.974359	-12.031	contributors
0.728571	-12.0311	relax
0.525926	-12.0311	nyse
0.394191	-12.0312	frequent
0.201081	-12.0312	mass
0.548387	-12.0313	teenager
0.974359	-12.0314	invalid
0.277207	-12.0315	cuban
0.666667	-12.0316	took off
0.875	-12.0317	ye
0.875	-12.0319	amid growing
0.818182	-12.0321	dismal
0.974359	-12.0321	mouse
0.974359	-12.0322	downstream
0.974359	-12.0324	fighter jet
0.588785	-12.0324	outright
0.576577	-12.0326	convene
0.618557	-12.0327	360
0.444444	-12.0328	would allow
0.446237	-12.0329	jurors
0.374532	-12.033	shift
0.197699	-12.0331	laws
0.692308	-12.0332	dug
0.774194	-12.0332	bio
0.442105	-12.0333	to recover
0.974359	-12.0334	two thirds
0.634409	-12.0335	shame
0.384921	-12.0335	conspiracy
0.712329	-12.0337	very close
0.974359	-12.0338	accomplices
0.86	-12.0338	friction
0.371747	-12.0338	brain
0.473054	-12.0339	rand
0.974359	-12.034	bae
0.637363	-12.034	was hospitalized
0.40991	-12.034	rubber
0.974359	-12.0341	xerox
0.974359	-12.0341	shelf
0.238532	-12.0342	prince
0.522059	-12.0342	slogans
0.911111	-12.0342	very pleased
0.60396	-12.0342	reductions
0.818182	-12.0344	nearing
0.974359	-12.0345	abdullah gul
0.746269	-12.0346	mechanical
0.974359	-12.0346	224
0.683544	-12.0347	4.0
0.86	-12.0348	possess
0.846154	-12.035	ciller
0.376426	-12.0354	accompanied by
0.530303	-12.0355	guidance
0.544	-12.0357	police force
0.974359	-12.0358	coincidence
0.807018	-12.0363	since 1989
0.432161	-12.0364	during which
0.728571	-12.0364	to oversee
0.697368	-12.0364	olympiakos
0.974359	-12.0365	gangsters
0.339564	-12.0366	giants
0.544	-12.0366	angels
0.974359	-12.0368	maoists
0.974359	-12.0368	upscale
0.875	-12.0371	mickey
0.728571	-12.0373	1.8 percent
0.846154	-12.0374	healthcare
0.393305	-12.0377	plastic
0.891304	-12.0377	olson
0.974359	-12.0378	mann
0.891304	-12.0379	heats
0.974359	-12.0379	scout
0.410959	-12.038	to announce
0.62766	-12.0381	preferential
0.71831	-12.0382	woo
0.807018	-12.0383	shark
0.793103	-12.0384	accumulated
0.761905	-12.0384	comedian
0.891304	-12.0385	traffic accident
0.728571	-12.0385	anti- american
0.86	-12.0385	war criminals
0.697368	-12.0386	1991 gulf
0.255282	-12.0387	cold
0.71831	-12.0388	will spend
0.974359	-12.0388	concede
0.875	-12.0388	profession
0.86	-12.0389	haitians
0.478261	-12.0392	goodwill
0.0983863	-12.0393	business
0.891304	-12.0393	malacca
0.761905	-12.0394	conference call
0.974359	-12.0395	usage
0.702703	-12.0397	subsidiaries
0.891304	-12.0398	preston
0.974359	-12.04	practitioners
0.909091	-12.04	hockey league
0.909091	-12.0401	projection
0.223118	-12.0403	in europe
0.215269	-12.0403	prisoners
0.974359	-12.0403	constituted
0.702703	-12.0404	wbc
0.697368	-12.0404	allan
0.86	-12.0406	at midnight
0.974359	-12.0407	disturbed
0.974359	-12.0408	a slew
0.974359	-12.0411	daily mail
0.514286	-12.0411	tanker
0.647727	-12.0411	ganguly
0.830189	-12.0411	dec. 11
0.712329	-12.0412	rita
0.25859	-12.0413	passenger
0.86	-12.0413	int'l
0.974359	-12.0414	auditors
0.928571	-12.0418	sharp rise
0.909091	-12.0419	harvard university
0.86	-12.0421	fortunate
0.974359	-12.0422	rabat
0.348684	-12.0424	virtually
0.86	-12.0424	resigning
0.410959	-12.0425	don
0.510638	-12.0426	hardline
0.974359	-12.0428	alfonso
0.909091	-12.0428	bunch of
0.4	-12.0431	slowly
0.712329	-12.0433	daly
0.891304	-12.0434	ears
0.207218	-12.0436	freedom
0.909091	-12.0436	rodrigo
0.909091	-12.0436	corinthians
0.974359	-12.0437	seychelles
0.397436	-12.0438	investor
0.974359	-12.0439	destroyer
0.247508	-12.0441	winter
0.395745	-12.0442	who had been
0.95	-12.0444	hotline
0.909091	-12.0445	s. korea
0.875	-12.0445	highlighting
0.95	-12.0448	setting off
0.86	-12.0448	angered by
0.45977	-12.0448	cruz
0.86	-12.0449	coalition partner
0.60396	-12.045	randy
0.630435	-12.0451	1965
0.818182	-12.0452	penalty kick
0.818182	-12.0452	divorced
0.95	-12.0452	trading partners
0.95	-12.0453	52 -year-old
0.697368	-12.0453	wigan
1	-12.0454	cutbacks
1	-12.0454	rahul dravid
1	-12.0454	el-sheikh
1	-12.0454	walt disney
1	-12.0454	santo domingo
1	-12.0454	rubbish
1	-12.0454	acquittal
0.5	-12.0454	dialogue with
0.973684	-12.0456	jennifer capriati
0.973684	-12.0456	kobe bryant
0.973684	-12.0457	inflationary pressures
0.973684	-12.0458	sarah palin
0.973684	-12.0458	lasts
0.973684	-12.0458	kickbacks
0.110778	-12.0458	number of
0.293023	-12.046	beach
0.683544	-12.0461	wagner
0.973684	-12.0461	protects
0.742424	-12.0461	nasrallah
0.742424	-12.0461	april 1
0.71831	-12.0462	benz
0.95	-12.0463	moving forward
0.875	-12.0463	aidid
0.973684	-12.0464	visibly
0.973684	-12.0465	ailments
0.742424	-12.0465	temples
0.973684	-12.0466	earners
0.973684	-12.0466	vfb stuttgart
0.724638	-12.0466	philips
0.783333	-12.0466	medics
0.973684	-12.0467	secretive
0.973684	-12.0467	headaches
0.973684	-12.0467	lagging
0.973684	-12.0468	timeline
0.95	-12.0468	renovated
0.843137	-12.047	sas
0.630435	-12.0471	colorful
0.973684	-12.0472	har
0.928571	-12.0473	so long as
0.843137	-12.0473	hideout
0.973684	-12.0475	mudslides
0.427861	-12.0476	an anti-
0.249158	-12.0476	syrian
0.60396	-12.0476	diversity
0.342949	-12.0477	imported
0.973684	-12.0479	omaha
0.735294	-12.0479	an increasingly
0.909091	-12.0479	unhappy with
0.973684	-12.048	unavailable
0.803571	-12.048	ankle injury
0.909091	-12.048	sizable
0.973684	-12.0481	awful
0.670732	-12.0481	patriots
0.149245	-12.0482	cases
0.455056	-12.0482	rahman
0.973684	-12.0484	asiad
0.724638	-12.0484	handles
0.467066	-12.0484	to assist
0.484076	-12.0484	u.n. officials
0.598039	-12.0486	30 -year-old
0.742424	-12.0486	miracle
0.973684	-12.0487	hiddink
0.487013	-12.0489	guangdong province
0.973684	-12.0489	thomas enqvist
0.973684	-12.0489	desired
0.973684	-12.0489	22.5
0.973684	-12.049	job creation
0.891304	-12.0491	detaining
0.702703	-12.0491	elian
0.761905	-12.0491	fraser
0.973684	-12.0492	withstand
0.973684	-12.0492	altered
0.973684	-12.0492	confinement
0.254867	-12.0493	manchester
0.742424	-12.0493	ultimatum
0.973684	-12.0494	fargo
0.818182	-12.0495	an audience
0.928571	-12.0495	wondered
0.973684	-12.0496	antarctica
0.973684	-12.0496	wada
0.630435	-12.0496	deliberately
0.0915926	-12.0497	open
0.973684	-12.0497	objection
0.973684	-12.0497	tien
0.30829	-12.0498	electronics
0.973684	-12.0502	scratch
0.973684	-12.0502	stirring
0.973684	-12.0502	misled
0.467066	-12.0503	sand
0.783333	-12.0503	allawi
0.614583	-12.0505	ignore
0.742424	-12.0505	musa
0.973684	-12.0506	albums
0.973684	-12.0507	surges
0.973684	-12.0508	pleasant
0.973684	-12.0508	romance
0.223129	-12.0508	spot
0.277895	-12.0508	judges
0.375969	-12.0508	shops
0.891304	-12.0509	deputy premier
0.95	-12.0509	hit hard
0.55	-12.051	- speaking
0.857143	-12.0511	crimes committed
0.5	-12.0511	straw
0.560345	-12.0513	550
0.147512	-12.0513	will not
0.973684	-12.0514	travelled
0.398268	-12.0514	lineup
0.973684	-12.0516	menu
0.973684	-12.0516	rides
0.973684	-12.0516	16.5
0.95	-12.0516	hayes
0.38843	-12.0516	diana
0.973684	-12.0518	mortar shells
0.598039	-12.0518	andres
0.973684	-12.0519	ekeus
0.445652	-12.052	discipline
0.875	-12.052	pleads
0.245875	-12.052	tons of
0.2443	-12.0521	boat
0.973684	-12.0522	argentines
0.475309	-12.0522	an earlier
0.630435	-12.0522	adopting
0.334356	-12.0522	tiny
0.71831	-12.0523	lesotho
0.973684	-12.0523	171
0.761905	-12.0523	tumble
0.973684	-12.0524	adversely
0.612245	-12.0524	whereabouts
0.95	-12.0525	edison
0.431472	-12.0527	carries
0.5	-12.0528	surrendered
0.396552	-12.0528	estrada
0.724638	-12.0529	id
0.95	-12.0529	1.18
0.843137	-12.0529	reef
0.973684	-12.0531	lax
0.973684	-12.0532	cleansing
0.891304	-12.0532	economics minister
0.490066	-12.0532	crises
0.487013	-12.0534	atrocities
0.973684	-12.0537	scotland yard
0.640449	-12.0537	pink
0.973684	-12.0538	succeeds
0.973684	-12.0539	shorts
0.973684	-12.054	evaluating
0.95	-12.054	lau
0.857143	-12.0541	rage
0.742424	-12.0541	arab states
0.675	-12.0543	- point lead
0.973684	-12.0544	newborn
0.973684	-12.0544	nears
0.95	-12.0544	43 -year-old
0.928571	-12.0544	levin
0.481013	-12.0545	my life
0.973684	-12.0545	berri
0.973684	-12.0545	constitutional amendment
0.526718	-12.0545	secondary
0.891304	-12.0548	maria aznar
0.427136	-12.0549	can only
0.336449	-12.0549	charter
0.973684	-12.055	monuments
0.503497	-12.055	confiscated
0.761905	-12.055	figures released
0.779661	-12.0551	workplace
0.857143	-12.0552	tuberculosis
0.467066	-12.0552	categories
0.71831	-12.0554	aggravated
0.973684	-12.0555	syrians
0.571429	-12.0555	f.
0.973684	-12.0556	functional
0.95	-12.0558	regulatory commission
0.651163	-12.0558	zaragoza
0.830189	-12.0559	auschwitz
0.633333	-12.056	conversations
0.973684	-12.056	south dakota
0.973684	-12.056	machetes
0.843137	-12.0561	theodore
0.265504	-12.0561	caribbean
0.461988	-12.0562	exclusive
0.555556	-12.0563	aftermath of
0.973684	-12.0564	defunct
0.973684	-12.0565	greg rusedski
0.973684	-12.0565	inclusive
0.803571	-12.0565	mig
0.679487	-12.0565	an announcement
0.928571	-12.0566	outfits
0.566372	-12.0567	other nations
0.702703	-12.0567	5 p.m.
0.973684	-12.0568	embracing
0.87234	-12.0568	pipes
0.973684	-12.057	remarkably
0.95	-12.057	shut out
0.75	-12.0571	armed groups
0.909091	-12.0572	q -
0.973684	-12.0573	himalayan region
0.742424	-12.0573	xie
0.87234	-12.0574	nfc
0.909091	-12.0574	ngo
0.702703	-12.0575	report says
0.973684	-12.0576	detentions
0.793103	-12.0577	- ridden
0.459302	-12.0577	here wednesday
0.909091	-12.0578	vargas
0.973684	-12.058	candles
0.973684	-12.058	baldwin
0.393162	-12.058	it was n't
0.75	-12.0581	security services
0.973684	-12.0584	diagnosis
0.95	-12.0585	petty
0.490066	-12.0585	narcotics
0.322857	-12.0585	fixed
0.973684	-12.0586	consolidating
0.87234	-12.0586	wanderers
0.87234	-12.0587	excited about
0.973684	-12.0588	supposedly
0.803571	-12.0589	domain
0.343042	-12.0589	analysts said
0.973684	-12.0591	emirate
0.803571	-12.0591	work hard
0.584906	-12.0591	signaled
0.362319	-12.0591	temple
0.973684	-12.0595	bicycles
0.389121	-12.0596	blacks
0.973684	-12.0596	sacrificed
0.662651	-12.0596	surely
0.909091	-12.0597	an argument
0.724638	-12.0599	exactly what
0.401786	-12.0599	cincinnati
0.973684	-12.0601	central java
0.973684	-12.0602	nationalism
0.510791	-12.0603	unified
0.623656	-12.0604	u.s. envoy
0.973684	-12.0605	wears
0.857143	-12.0606	goaltender
0.973684	-12.0608	participant
0.666667	-12.061	loyalists
0.909091	-12.061	moody 's
0.287016	-12.061	rare
0.493243	-12.0611	favorites
0.428571	-12.0611	actual
0.973684	-12.0615	betrayed
0.317549	-12.0615	a bit
0.814815	-12.0616	resistant
0.973684	-12.0617	owe
0.555556	-12.0617	genuine
0.197002	-12.0617	martin
0.973684	-12.0618	daytime
0.708333	-12.0618	136
0.33033	-12.0619	lewis
0.679487	-12.0619	composed of
0.451977	-12.062	ailing
0.909091	-12.0622	east africa
0.973684	-12.0623	commits
0.888889	-12.0624	townships
0.347826	-12.0625	arts
0.973684	-12.0625	commando
0.496599	-12.0625	bishops
0.973684	-12.0626	53rd
0.212422	-12.0626	facilities
0.490066	-12.0626	fragile
0.247878	-12.0626	state department
0.973684	-12.0628	sour
0.826923	-12.0628	remembers
0.608247	-12.063	legitimacy
0.973684	-12.0631	chou
0.973684	-12.0633	stampede
0.259259	-12.0633	philadelphia
0.55	-12.0633	dealt with
0.95	-12.0634	cultural heritage
0.843137	-12.0634	widened
0.973684	-12.0635	publishes
0.888889	-12.0635	upheaval
0.75	-12.0637	public sector
0.770492	-12.0637	transport minister
0.973684	-12.064	psg
0.425	-12.0641	fernandez
0.27521	-12.0641	ranking
0.724638	-12.0642	verbal
0.354167	-12.0643	headed by
0.928571	-12.0643	take steps
0.973684	-12.0644	almost certainly
0.973684	-12.0644	tremors
0.518519	-12.0644	shirt
0.679487	-12.0644	throat
0.69863	-12.0644	working group
0.693333	-12.0645	17,000
0.75	-12.0646	niger delta
0.216883	-12.0648	fear
0.411215	-12.0651	publishing
0.973684	-12.0652	hardliners
0.973684	-12.0652	saudi arabian
0.888889	-12.0652	obstruction
0.693333	-12.0652	referees
0.608247	-12.0653	passion
0.95	-12.0655	brushed
0.24957	-12.0655	powell
0.47205	-12.0657	counting
0.888889	-12.0657	scandinavian
0.376471	-12.0657	ordinary
0.826923	-12.0657	aug. 15
0.95	-12.0658	great wall
0.666667	-12.0659	den
0.273292	-12.0659	legislature
0.679487	-12.0659	jackets
0.708333	-12.066	reunion
0.666667	-12.0662	aggressively
0.572727	-12.0662	frame
0.888889	-12.0664	mas
0.758065	-12.0664	march 14
0.322767	-12.0664	schroeder
0.906977	-12.0664	katie
0.857143	-12.0665	munitions
0.973684	-12.0666	assemble
0.334365	-12.0666	false
0.758065	-12.0667	ideological
0.579439	-12.0667	overthrow
0.95	-12.0668	collector
0.493243	-12.0671	opinions
0.684211	-12.0671	irwin
0.235747	-12.0671	ahmed
0.708333	-12.0671	astros
0.693333	-12.0671	hasina
0.404545	-12.0672	u.s. forces
0.275789	-12.0672	unions
0.973684	-12.0673	2,400
0.973684	-12.0674	11.2
0.355634	-12.0675	nobody
0.826923	-12.0676	record low
0.826923	-12.0677	dating back
0.906977	-12.0678	an unusual
0.789474	-12.0679	cal
0.758065	-12.068	1.1 million
0.779661	-12.068	delgado
0.973684	-12.0681	definitive
0.647059	-12.0681	previous day
0.244224	-12.0682	yesterday
0.973684	-12.0682	adidas
0.87234	-12.0682	footage showed
0.422886	-12.0684	mongolia
0.633333	-12.0685	contentious
0.87234	-12.0685	aid package
0.789474	-12.0688	u.s. supreme court
0.684211	-12.0689	ferdinand
0.95	-12.0689	accountant
0.417476	-12.0689	cooperative
0.3125	-12.069	sexual
0.223301	-12.069	helping
0.973684	-12.0692	mentioning
0.579439	-12.0692	no comment
0.731343	-12.0694	serbia and montenegro
0.248288	-12.0695	bridge
0.359712	-12.0696	younger
0.789474	-12.0696	drum
0.633333	-12.0698	rulers
0.177974	-12.0699	return to
0.973684	-12.07	bomb blasts
0.758065	-12.07	surpass
0.556522	-12.07	renowned
0.926829	-12.0701	fukuoka
0.826923	-12.0703	trump
0.270325	-12.0704	organizers
0.666667	-12.0705	prevail
0.926829	-12.0705	fluid
0.779661	-12.0706	entities
0.6	-12.0707	had hoped
0.670886	-12.071	toshiba
0.463855	-12.0711	revenge
0.926829	-12.0711	virtue
0.343137	-12.0711	essential
0.6	-12.0712	early sunday
0.857143	-12.0715	infrastructure projects
0.375	-12.0715	albright
0.906977	-12.0715	calcutta
0.973684	-12.0717	seizures
0.948718	-12.0718	youssef
0.948718	-12.0718	hekmatyar
0.236392	-12.0719	hezbollah
0.451429	-12.0719	televised
0.948718	-12.0719	uniformed
0.779661	-12.072	long run
0.679487	-12.072	vietnam war
0.679487	-12.072	beside
0.84	-12.0721	sixth straight
0.507143	-12.0722	to abandon
0.458824	-12.0724	's comments
0.814815	-12.0724	discontent
0.0840369	-12.0726	20
0.948718	-12.0726	dupont
0.579439	-12.0727	announced monday
0.647059	-12.0727	exposed to
1	-12.0728	subsided
1	-12.0728	waning
1	-12.0728	perjury
1	-12.0728	qaeda
1	-12.0728	mao zedong
1	-12.0728	bambang yudhoyono
1	-12.0728	fabrice santoro
0.789474	-12.0729	vast majority of
0.972973	-12.0729	dwindling
0.972973	-12.0729	el pais
0.972973	-12.0729	inflated
0.972973	-12.0729	helicopter gunships
0.546218	-12.073	world number
0.617021	-12.0732	ecuador 's
0.496552	-12.0732	copies
0.47205	-12.0732	murders
0.636364	-12.0733	ho chi
0.29078	-12.0733	count
0.658537	-12.0733	everything from
0.84	-12.0734	march 19
0.758065	-12.0734	to dismantle
0.550847	-12.0737	organizing committee
0.972973	-12.0737	detection
0.602041	-12.0737	, fearing
0.579439	-12.0738	ceiling
0.906977	-12.0739	side by side
0.948718	-12.0739	fang
0.972973	-12.074	qualities
0.948718	-12.0741	alzheimer 's
0.636364	-12.0742	in 1978
0.758065	-12.0742	partnerships
0.972973	-12.0742	compassion
0.972973	-12.0742	abusive
0.766667	-12.0742	update :
0.237795	-12.0743	disaster
0.972973	-12.0744	strategically
0.972973	-12.0744	euthanasia
0.972973	-12.0747	bellamy
0.888889	-12.0748	danube
0.972973	-12.0748	renminbi
0.137513	-12.0748	test
0.362637	-12.0749	kg
0.972973	-12.075	edberg
0.972973	-12.0751	exploding
0.704225	-12.0753	ridge
0.461078	-12.0753	incumbent
0.420792	-12.0753	kelly
0.617021	-12.0754	nine years
0.489933	-12.0754	sung
0.826923	-12.0754	abubakar
0.87234	-12.0755	jungles
0.259887	-12.0756	exhibition
0.972973	-12.0757	paperwork
0.814815	-12.0758	betancourt
0.972973	-12.0758	pets
0.367424	-12.0758	shipping
0.972973	-12.0759	amongst
0.888889	-12.076	archer
0.731343	-12.0762	ipo
0.926829	-12.0763	point guard
0.972973	-12.0763	enclaves
0.84	-12.0765	310
0.826923	-12.0766	mostar
0.854167	-12.0767	mask
